City,State,Country,Latitude,Longitude,Timezone,Timestamp (OpenWeatherMap),Sunrise,Sunset,Temperature,Feels Like (Day),Feels Like (Night),Pressure,Humidity,Dew Point,UV Index,Cloud Cover,Visibility,Wind Speed,Wind Direction,Wind Gust,Weather Description,Max Temperature,Min Temperature,AQI,PM2.5,PM10,O3,CO
Panauti,Bagmati Province,Nepal,27.5814,85.5124,20700,2024-09-20 08:53:45,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,91,16,3.6,210,N/A,Light rain,29.1,18.7,3,39.46,46.24,133.04,687.6
Dhulikhel,Bagmati Province,Nepal,27.6189,85.5529,20700,2024-09-20 08:53:45,00:06,12:17,26.0,26.6,26.6,869.7,73,20.8,3,95,16,3.6,210,N/A,Light rain,29.1,18.7,2,12.5,14.92,90.84,410.56
Bidur,Bagmati Province,Nepal,4.1167,101.2833,28800,2024-09-20 08:53:45,23:05,11:12,30.9,35.5,35.5,1002.0,64,23.3,2,91,16,0.8,223,N/A,Overcast clouds,30.1,22.7,1,1.4,1.64,49.35,293.73
Pokhara,Gandaki Province,Nepal,28.2333,83.9833,20700,2024-09-20 08:53:46,00:06,12:17,32.9,40.5,40.5,844.0,64,25.0,8,0,16,2.6,136,N/A,Light rain,32.8,23.0,3,29.62,37.81,62.94,554.09
Gorkha,Gandaki Province,Nepal,28.3333,84.8333,20700,2024-09-20 08:53:46,00:06,12:17,9.6,9.6,9.6,604.0,86,7.2,3,94,1,3.6,171,N/A,Light rain,22.1,17.2,1,4.69,5.59,38.27,260.35
Bandipur,Gandaki Province,Nepal,27.9333,84.4167,20700,2024-09-20 08:53:46,00:06,12:17,34.2,38.0,38.0,929.0,48,21.5,8,0,16,2.6,173,N/A,Light rain,31.3,23.4,2,15.74,18.49,68.67,403.88
Baglung,Gandaki Province,Nepal,28.2719,83.5898,20700,2024-09-20 08:53:47,00:18,12:29,25.5,25.7,25.7,816.0,64,18.1,8,0,11,1.7,212,N/A,Clear sky,26.9,20.3,2,10.01,11.97,50.78,320.44
Beni,Gandaki Province,Nepal,0.5,29.4667,7200,2024-09-20 08:53:47,03:49,15:56,26.9,27.5,27.5,898.0,54,16.8,9,0,16,1.4,41,N/A,Clear sky,27.0,18.3,1,2.69,3.48,5.36,263.69
Waling,Gandaki Province,Nepal,27.9833,83.7667,20700,2024-09-20 08:53:48,00:18,12:29,30.1,32.1,32.1,878.0,56,20.3,8,0,16,2.5,181,N/A,Clear sky,31.3,22.7,2,23.27,26.56,75.82,370.5
Putalibazar,Gandaki Province,Nepal,28.098,83.8747,20700,2024-09-20 08:53:48,00:06,12:17,32.9,40.5,40.5,878.0,64,25.0,8,0,16,2.6,136,N/A,Light rain,32.8,22.7,3,25.71,33.55,108.72,654.22
Butwal,Lumbini Province,Nepal,27.7006,83.4484,20700,2024-09-20 08:53:48,00:18,12:29,35.2,45.4,45.4,942.0,60,26.2,8,0,16,4.1,256,N/A,Clear sky,33.2,25.1,3,45.39,54.44,60.8,473.98
Bhairahawa,Lumbini Province,Nepal,27.5,83.45,20700,2024-09-20 08:52:25,00:18,12:29,35.2,45.4,45.4,990.0,60,26.2,8,0,16,4.1,256,N/A,Clear sky,35.1,25.1,3,47.12,51.31,100.14,427.25
Tansen,Lumbini Province,Nepal,27.8673,83.5467,20700,2024-09-20 08:53:49,00:18,12:29,29.9,32.0,32.0,876.0,57,20.3,8,0,16,2.6,199,N/A,Clear sky,28.6,23.6,3,33.87,38.36,74.39,383.85
Dang,Lumbini Province,Nepal,4.75,11.2333,3600,2024-09-20 08:53:49,05:03,17:10,24.8,25.5,25.5,957.0,86,22.1,6,0,16,0.4,142,N/A,Clear sky,29.5,22.3,1,1.16,1.42,23.25,300.41
Nepalgunj,Lumbini Province,Nepal,28.05,81.6167,20700,2024-09-20 08:53:50,00:18,12:29,33.9,39.4,39.4,988.0,54,23.1,8,0,16,2.3,273,N/A,Clear sky,34.2,27.1,4,52.88,56.6,105.86,420.57
Kohalpur,Lumbini Province,Nepal,28.1915,81.6844,20700,2024-09-20 08:53:50,00:18,12:29,33.1,39.6,39.6,979.0,60,24.1,8,0,16,2.4,285,N/A,Clear sky,33.7,25.9,4,52.88,56.6,105.86,420.57
Pyuthan,Lumbini Province,Nepal,28.0887,82.8843,20700,2024-09-20 08:53:50,00:18,12:29,30.4,33.7,33.7,904.0,61,21.8,8,0,16,2.6,215,N/A,Clear sky,28.8,21.7,2,21.34,23.59,67.23,337.12
Siddharthanagar,Lumbini Province,Nepal,27.5,83.45,20700,2024-09-20 08:52:25,00:18,12:29,35.2,45.4,45.4,990.0,60,26.2,8,0,16,4.1,256,N/A,Clear sky,35.1,25.1,3,47.12,51.31,100.14,427.25
Birendranagar,Karnali Province,Nepal,28.6019,81.6339,20700,2024-09-20 08:53:51,00:18,12:29,32.1,38.7,38.7,976.0,65,24.6,8,0,16,1.5,262,N/A,Clear sky,28.7,23.0,3,26.26,28.61,72.24,360.49
Jumla,Karnali Province,Nepal,29.2747,82.1838,20700,2024-09-20 08:53:51,00:18,12:29,20.3,19.9,19.9,710.0,59,11.8,8,0,16,3.6,248,N/A,Clear sky,19.6,10.6,1,5.22,6.73,32.19,243.66
Dailekh,Karnali Province,Nepal,28.8333,81.6667,20700,2024-09-20 08:53:52,00:18,12:29,30.7,35.8,35.8,942.0,67,23.7,8,0,16,2.2,210,N/A,Clear sky,25.9,17.6,2,16.59,18.29,59.37,330.45
Surkhet,Karnali Province,Nepal,28.5175,81.7787,20700,2024-09-20 08:53:21,00:18,12:29,29.2,33.8,33.8,942.0,74,23.9,8,0,16,1.6,251,N/A,Clear sky,28.7,23.0,3,38.76,41.8,80.82,387.19
Dhangadhi,Sudurpashchim Province,Nepal,28.7079,80.5961,20700,2024-09-20 08:53:33,00:24,12:35,33.2,39.9,39.9,982.0,60,24.3,8,0,16,2.0,240,N/A,Haze,34.2,26.8,3,47.23,50.93,101.57,427.25
Tikapur,Sudurpashchim Province,Nepal,28.5,81.1333,20700,2024-09-20 08:53:53,00:18,12:29,33.3,40.5,40.5,985.0,61,24.6,8,0,16,1.7,243,N/A,Clear sky,33.9,27.1,4,50.39,53.65,107.29,423.91
Mahendranagar,Sudurpashchim Province,Nepal,28.9167,80.3333,20700,2024-09-20 08:53:53,00:24,12:35,31.4,38.2,38.2,970.0,69,24.8,8,0,16,2.2,232,N/A,Haze,33.6,26.2,3,31.95,34.6,85.83,380.52
Dipayal,Sudurpashchim Province,Nepal,29.2608,80.94,20700,2024-09-20 08:53:53,00:18,12:29,28.2,29.3,29.3,839.0,57,18.8,8,0,16,1.9,209,N/A,Clear sky,25.8,19.0,1,5.14,6.22,49.35,333.79
Dadeldhura,Sudurpashchim Province,Nepal,29.2984,80.5806,20700,2024-09-20 08:53:54,00:24,12:35,28.8,31.7,31.7,892.0,67,22.0,8,0,16,2.9,192,N/A,Haze,26.3,18.4,2,10.32,11.43,57.22,330.45
Baitadi,Sudurpashchim Province,Nepal,29.5242,80.4673,20700,2024-09-20 08:53:54,00:24,12:35,28.6,30.4,30.4,864.0,61,20.2,8,0,16,1.3,184,N/A,Haze,25.7,18.5,2,5.82,6.48,61.51,313.76
Doti,Sudurpashchim Province,Nepal,10.0269,9.5018,3600,2024-09-20 08:53:54,05:18,17:26,26.9,28.6,28.6,938.0,70,20.8,3,55,16,0.6,163,N/A,Scattered clouds,30.9,21.8,2,11.75,16.46,32.54,614.17
Bhimdatta,Sudurpashchim Province,Nepal,28.9723,80.1846,20700,2024-09-20 08:53:55,00:24,12:35,31.4,38.2,38.2,970.0,69,24.8,8,0,16,2.2,232,N/A,Haze,33.5,26.1,3,32.55,35.35,90.12,383.85
Achham,Sudurpashchim Province,Nepal,29.05,81.3,20700,2024-09-20 08:53:55,00:18,12:29,28.8,31.5,31.5,882.0,66,21.7,8,0,16,2.9,187,N/A,Clear sky,27.3,21.8,2,13.68,14.98,62.23,330.45
Jakar,Bumthang,Bhutan,27.5492,90.7525,21600,2024-09-20 08:53:55,23:50,12:01,17.7,17.7,17.7,714.0,76,13.3,5,43,9,2.1,174,N/A,Scattered clouds,18.5,9.1,1,3.76,4.5,25.39,410.56
Ura,Bumthang,Bhutan,27.4787,90.9048,21600,2024-09-20 08:53:56,23:50,12:01,17.7,17.7,17.7,714.0,76,13.3,7,0,9,2.1,174,N/A,Clear sky,16.8,9.2,1,2.82,3.0,31.11,260.35
Tang,Bumthang,Bhutan,38.7438,114.9746,28800,2024-09-20 08:53:56,22:07,10:21,14.3,14.3,14.3,995.0,93,13.1,1,75,7,6.4,68,N/A,Light rain,24.5,15.6,1,4.53,5.41,50.78,297.07
Phuentsholing,Chhukha,Bhutan,26.8516,89.3884,21600,2024-09-20 08:53:57,23:50,12:01,35.3,41.2,41.2,976.0,50,23.1,7,0,16,1.3,238,N/A,Clear sky,31.7,26.4,2,18.79,24.64,40.77,377.18
Gedu,Chhukha,Bhutan,26.9223,89.5239,21600,2024-09-20 08:53:57,23:50,12:01,22.1,22.4,22.4,794.0,80,18.3,7,0,16,1.8,211,N/A,Clear sky,31.7,26.4,2,11.09,13.5,44.35,317.1
Tala,Chhukha,Bhutan,30.6803,30.9429,10800,2024-09-20 08:53:57,03:42,15:53,37.4,37.0,37.0,1009.0,25,13.8,7,0,16,4.1,236,N/A,Clear sky,39.3,23.2,3,14.14,65.42,110.15,216.96
Tashiding,Dagana,Bhutan,27.4185,88.0642,19800,2024-09-20 08:53:58,23:50,12:01,11.1,11.1,11.1,655.0,97,10.5,7,0,0,2.8,242,N/A,Clear sky,21.9,17.9,1,2.62,3.24,32.54,211.95
Gasa,Gasa,Bhutan,31.5,34.4667,10800,2024-09-20 08:53:58,03:27,15:39,32.5,32.7,32.7,1008.0,39,16.5,7,0,16,3.3,277,N/A,Clear sky,32.6,23.9,3,8.91,43.28,104.43,226.97
Laya,Gasa,Bhutan,17.4726,121.4678,28800,2024-09-20 08:53:58,21:46,09:56,24.5,25.5,25.5,986.0,95,23.6,1,93,16,2.2,193,N/A,Overcast clouds,29.0,24.2,1,5.93,6.4,24.68,400.54
Haa,Haa,Bhutan,7.9967,8.5038,3600,2024-09-20 08:53:59,05:20,17:28,27.4,30.3,30.3,998.0,78,23.2,3,52,16,1.7,239,N/A,Scattered clouds,29.7,24.5,1,9.92,14.72,15.02,507.36
Lhuntse,Lhuntse,Bhutan,27.6689,91.1538,21600,2024-09-20 08:53:59,23:41,11:52,22.4,22.2,22.2,764.0,61,14.4,3,84,16,3.4,187,N/A,Haze,20.0,13.3,1,2.49,2.75,27.9,240.33
Mongar,Mongar,Bhutan,27.2747,91.2396,21600,2024-09-20 08:54:00,23:41,11:52,22.4,22.2,22.2,764.0,61,14.4,7,0,16,3.4,187,N/A,Haze,26.9,19.6,1,2.78,3.18,40.05,313.76
Paro,Paro,Bhutan,27.4305,89.4133,21600,2024-09-20 08:54:00,23:50,12:01,26.0,25.9,25.9,789.6,47,13.8,3,88,16,9.3,80,N/A,Broken clouds,19.8,11.4,1,3.28,3.55,32.9,216.96
Shaba,Paro,Bhutan,29.2665,110.0171,28800,2024-09-20 08:54:01,22:14,10:26,29.0,31.9,31.9,936.0,66,22.0,4,0,16,0.4,176,N/A,Clear sky,32.2,21.0,2,7.07,7.57,81.54,297.07
Pemagatshel,Pemagatshel,Bhutan,27.038,91.4031,21600,2024-09-20 08:54:01,23:41,11:52,29.4,30.7,30.7,879.0,54,19.1,7,0,16,1.8,192,N/A,Haze,26.4,20.9,1,5.43,6.07,46.49,343.8
Punakha,Punakha,Bhutan,27.5837,89.8598,21600,2024-09-20 08:54:01,23:50,12:01,17.0,17.0,17.0,698.0,73,12.1,3,87,16,2.9,155,N/A,Broken clouds,28.4,15.9,1,2.06,2.3,36.12,260.35
Samdrup Jongkhar,Samdrup Jongkhar,Bhutan,26.9167,91.6167,21600,2024-09-20 08:54:02,23:41,11:52,24.8,25.2,25.2,828.0,72,19.4,3,90,16,2.1,195,N/A,Light rain,33.8,26.5,2,10.4,12.01,51.5,343.8
Samtse,Samtse,Bhutan,26.899,89.0995,21600,2024-09-20 08:54:02,23:50,12:01,36.4,42.6,42.6,988.0,47,23.3,5,52,16,1.5,238,N/A,Scattered clouds,32.0,25.7,2,20.99,28.82,51.5,410.56
Gomtu,Samtse,Bhutan,26.8194,89.187,21600,2024-09-20 08:54:02,23:50,12:01,36.4,43.1,43.1,985.0,48,23.4,7,0,16,1.0,225,N/A,Clear sky,33.4,25.8,2,20.99,28.82,51.5,410.56
Sarpang,Sarpang,Bhutan,26.864,90.2674,21600,2024-09-20 08:54:03,23:50,12:01,34.7,39.8,39.8,958.0,50,22.5,3,90,16,2.1,204,N/A,Broken clouds,35.5,25.1,2,13.73,17.93,42.56,380.52
Thimphu,Thimphu,Bhutan,27.4661,89.6419,21600,2024-09-20 08:49:10,23:50,12:01,8.5,8.5,8.5,599.0,86,6.1,2,94,8,2.4,144,N/A,Drizzle,19.6,12.9,1,5.08,6.34,31.11,253.68
Trashigang,Trashigang,Bhutan,27.3331,91.5542,21600,2024-09-20 08:54:04,23:41,11:52,29.4,30.7,30.7,879.0,54,19.1,7,0,16,1.8,192,N/A,Haze,25.7,18.7,1,3.58,5.09,21.28,333.79
Kanglung,Trashigang,Bhutan,27.2873,91.5261,21600,2024-09-20 08:54:04,23:41,11:52,26.3,26.4,26.4,826.0,55,16.3,3,84,16,2.6,162,N/A,Haze,21.5,16.9,1,3.58,5.09,21.28,333.79
Rangjung,Trashigang,Bhutan,27.3605,91.6695,21600,2024-09-20 08:54:04,23:41,11:52,29.4,30.7,30.7,879.0,54,19.1,7,0,16,1.8,192,N/A,Haze,25.7,18.7,1,1.8,2.1,40.05,283.72
Trongsa,Trongsa,Bhutan,27.5026,90.5072,21600,2024-09-20 08:54:05,23:50,12:01,15.9,15.9,15.9,696.0,84,13.0,7,0,5,2.0,199,N/A,Clear sky,20.2,10.9,1,2.96,3.14,38.27,263.69
Tsirang,Tsirang,Bhutan,27.0219,90.1229,21600,2024-09-20 08:54:05,23:50,12:01,28.9,29.8,29.8,861.0,53,18.2,3,85,16,2.2,166,N/A,Broken clouds,23.6,18.9,1,4.12,4.93,37.91,297.07
Damphu,Tsirang,Bhutan,27.0721,90.1096,21600,2024-09-20 08:54:05,23:50,12:01,17.0,17.0,17.0,698.0,73,12.1,3,75,16,2.9,155,N/A,Broken clouds,29.6,21.7,1,4.12,4.93,37.91,297.07
Wangdue Phodrang,Wangdue Phodrang,Bhutan,27.4862,89.8991,21600,2024-09-20 08:54:06,23:50,12:01,17.0,17.0,17.0,698.0,73,12.1,2,94,16,2.9,155,N/A,Drizzle,26.5,19.6,1,2.06,2.3,36.12,260.35
Bajo,Wangdue Phodrang,Bhutan,-3.3788,120.3102,28800,2024-09-20 08:54:06,21:51,09:58,30.1,33.1,33.1,981.0,61,21.6,3,0,16,1.0,70,N/A,Clear sky,32.8,25.4,1,1.69,2.2,43.99,243.66
Zhemgang,Zhemgang,Bhutan,27.223,90.6523,21600,2024-09-20 08:54:06,23:50,12:01,28.2,29.9,29.9,867.0,62,20.0,3,89,16,2.3,195,N/A,Broken clouds,28.1,18.8,1,3.57,4.51,35.76,413.9
Tingtibi,Zhemgang,Bhutan,27.1463,90.6901,21600,2024-09-20 08:54:07,23:50,12:01,27.9,29.1,29.1,860.0,59,19.1,4,53,16,2.2,181,N/A,Scattered clouds,27.0,19.4,1,3.16,3.41,45.78,273.71
Fayzabad,Badakhshan,Afghanistan,37.1166,70.58,16200,2024-09-20 08:54:07,01:07,13:20,26.2,25.7,25.7,826.0,33,8.6,7,0,16,1.0,113,N/A,Clear sky,26.1,15.4,3,7.99,16.74,118.73,257.02
Khash,Badakhshan,Afghanistan,28.2211,61.2158,12600,2024-09-20 08:54:07,01:45,13:55,33.6,31.1,31.1,848.0,10,-2.6,9,0,16,4.2,113,N/A,Clear sky,34.8,21.1,3,20.76,66.48,130.18,186.92
Ishkashim,Badakhshan,Afghanistan,36.7268,71.6142,18000,2024-09-20 08:54:08,01:07,13:20,14.6,14.6,14.6,662.0,15,-11.5,7,0,16,1.3,193,N/A,Clear sky,10.4,-0.2,2,2.8,6.02,87.98,141.86
Zebak,Badakhshan,Afghanistan,36.5303,71.3406,16200,2024-09-20 08:54:08,01:07,13:20,17.8,17.8,17.8,692.0,16,-8.5,7,0,16,3.5,40,N/A,Clear sky,13.8,2.0,2,3.27,6.42,87.98,146.87
Murghab,Badghis,Afghanistan,38.1702,73.9667,18000,2024-09-20 08:54:08,00:42,12:56,10.2,10.2,10.2,596.0,10,-19.6,7,0,16,6.1,210,N/A,Clear sky,10.9,-3.4,2,1.77,4.01,84.4,125.17
Ghormach,Badghis,Afghanistan,35.7306,63.7826,16200,2024-09-20 08:54:09,01:39,13:52,29.4,27.7,27.7,943.0,15,0.4,8,0,16,7.0,62,N/A,Clear sky,29.9,17.3,3,17.85,76.57,94.41,210.29
Bala Murghab,Badghis,Afghanistan,35.5841,63.3289,16200,2024-09-20 08:54:09,01:39,13:52,31.1,29.0,29.0,956.0,15,0.9,8,0,16,4.3,51,N/A,Clear sky,32.0,16.7,3,19.61,85.77,95.84,230.31
Qadis,Badghis,Afghanistan,34.8085,63.43,16200,2024-09-20 08:54:09,01:39,13:52,24.8,23.8,23.8,900.0,21,0.8,8,0,16,2.8,310,N/A,Clear sky,26.6,16.4,3,16.68,56.86,104.43,363.83
Baghlan,Baghlan,Afghanistan,35.75,69.0,16200,2024-09-20 08:54:10,01:11,13:24,27.6,26.4,26.4,876.0,19,1.9,8,0,16,3.5,339,N/A,Clear sky,27.6,14.4,3,14.81,45.77,101.57,360.49
Dushi,Baghlan,Afghanistan,28.0522,115.9805,28800,2024-09-20 08:54:10,22:14,10:26,29.4,37.4,37.4,994.0,87,26.8,3,0,5,1.3,29,N/A,Clear sky,29.7,25.8,3,30.25,34.81,34.33,390.53
Balkh,Balkh,Afghanistan,36.75,67.0,16200,2024-09-20 08:54:11,01:17,13:30,29.8,28.0,28.0,965.0,16,1.0,7,0,16,3.4,297,N/A,Clear sky,30.3,20.0,3,21.65,81.38,118.73,390.53
Dehdadi,Balkh,Afghanistan,36.6631,66.9938,16200,2024-09-20 08:54:11,01:17,13:30,29.8,28.0,28.0,965.0,16,1.0,7,0,16,3.4,297,N/A,Clear sky,30.3,20.0,3,20.8,81.44,113.01,340.46
Kaldar,Balkh,Afghanistan,37.2044,67.6594,16200,2024-09-20 08:54:11,01:17,13:30,31.6,29.4,29.4,976.0,15,1.5,7,0,16,1.5,259,N/A,Clear sky,32.5,18.3,3,25.04,96.84,97.28,253.68
Farah,Farah,Afghanistan,32.5,62.5,16200,2024-09-20 08:54:12,01:41,13:52,37.8,35.0,35.0,926.0,11,2.6,8,0,16,4.8,299,N/A,Clear sky,37.7,24.0,3,20.57,62.89,118.73,373.84
Ghazni,Ghazni,Afghanistan,33.5536,68.4269,16200,2024-09-20 08:54:12,01:01,13:13,25.9,24.8,24.8,756.0,11,-6.4,8,0,16,3.8,115,N/A,Haze,26.0,15.3,3,6.1,14.05,107.29,186.92
Nawa,Ghazni,Afghanistan,27.0167,75.0,19800,2024-09-20 08:54:13,00:44,12:55,30.9,32.9,32.9,956.0,53,20.0,9,0,16,2.9,14,N/A,Haze,31.0,24.1,3,26.93,36.28,127.32,440.6
Qarabagh,Ghazni,Afghanistan,33.198,68.108,16200,2024-09-20 08:54:13,01:01,13:13,25.7,24.6,24.6,760.0,12,-5.4,8,0,16,3.8,154,N/A,Haze,25.8,16.1,3,7.75,19.2,113.01,223.64
Herat,Herat,Afghanistan,34.5,62.0,16200,2024-09-20 08:54:14,01:48,14:01,29.1,27.4,27.4,900.0,16,0.9,8,0,16,7.7,26,N/A,Clear sky,29.8,17.6,3,16.13,53.49,92.98,307.08
Gulran,Herat,Afghanistan,35.1055,61.6873,16200,2024-09-20 08:54:14,01:48,14:01,25.9,25.0,25.0,914.0,19,0.3,8,0,16,8.4,49,N/A,Clear sky,25.9,13.8,3,23.25,97.79,84.4,198.6
Karukh,Herat,Afghanistan,34.4811,62.5863,16200,2024-09-20 08:54:14,01:39,13:52,29.2,27.5,27.5,866.0,17,1.6,8,0,16,2.5,16,N/A,Clear sky,32.6,18.0,2,13.74,44.19,90.84,206.95
Kushk,Herat,Afghanistan,33.2957,61.9522,16200,2024-09-20 08:54:14,01:41,13:52,32.1,29.8,29.8,881.0,15,2.2,8,0,16,5.1,312,N/A,Clear sky,35.0,18.5,3,17.2,59.82,98.71,223.64
Obe,Herat,Afghanistan,34.3697,63.1764,16200,2024-09-20 08:54:15,01:39,13:52,29.5,27.8,27.8,858.0,17,2.0,8,0,16,4.1,281,N/A,Clear sky,31.3,20.4,3,15.94,41.75,108.72,343.8
Kabul,Kabul,Afghanistan,34.5,69.4167,16200,2024-09-20 08:50:00,01:01,13:13,29.5,27.7,27.7,809.0,10,-5.8,8,0,16,2.2,61,N/A,Haze,30.3,16.6,3,9.44,18.51,131.61,343.8
Bagrami,Kabul,Afghanistan,34.4938,69.2743,16200,2024-09-20 08:54:15,01:01,13:13,33.5,32.1,32.1,778.0,27,11.8,8,0,16,0.0,91,N/A,Haze,33.4,14.4,4,9.77,18.96,140.19,574.11
Paghman,Kabul,Afghanistan,34.5875,68.9533,16200,2024-09-20 08:54:16,01:01,13:13,18.8,17.1,17.1,686.0,15,-8.3,8,0,16,2.6,21,N/A,Haze,19.0,8.1,2,7.04,15.43,94.41,178.58
Kandahar,Kandahar,Afghanistan,31.0,65.75,16200,2024-09-20 08:54:16,01:41,13:52,36.5,33.6,33.6,877.0,9,-1.0,8,0,16,5.2,320,N/A,Clear sky,36.7,22.2,3,19.63,67.09,123.02,208.62
Spin Boldak,Kandahar,Afghanistan,31.0058,66.4,16200,2024-09-20 08:54:16,01:41,13:52,36.4,33.5,33.5,876.0,9,-1.8,8,0,16,3.6,303,N/A,Clear sky,36.8,20.8,3,12.73,34.25,137.33,250.34
Daman,Kandahar,Afghanistan,20.4167,72.85,19800,2024-09-20 08:54:17,00:57,13:07,28.2,32.3,32.3,1006.0,79,24.1,10,0,16,4.6,268,N/A,Clear sky,31.7,25.6,2,8.7,23.41,67.95,195.27
Arghandab,Kandahar,Afghanistan,31.6536,65.6505,16200,2024-09-20 08:54:17,01:41,13:52,37.6,34.6,34.6,898.0,9,-0.8,8,0,16,3.2,282,N/A,Clear sky,38.3,21.8,3,11.31,28.3,130.18,216.96
Khost,Khost,Afghanistan,33.3395,69.9204,16200,2024-09-20 08:54:17,01:01,13:13,27.1,26.4,26.4,804.0,27,6.2,8,0,16,3.1,127,N/A,Haze,27.2,18.2,3,7.56,15.83,114.44,230.31
Tani,Khost,Afghanistan,33.2412,69.8297,16200,2024-09-20 08:54:18,01:01,13:13,26.2,25.4,25.4,778.0,20,1.1,8,0,16,3.1,89,N/A,Haze,26.1,16.6,3,7.56,15.83,114.44,230.31
Sabari,Khost,Afghanistan,9.2802,0.2592,0,2024-09-20 08:54:18,05:44,17:52,26.4,27.2,27.2,998.0,83,23.2,4,0,16,2.0,179,N/A,Clear sky,30.9,24.1,1,3.12,3.58,17.52,350.48
Spera,Khost,Afghanistan,46.0703,11.509,7200,2024-09-20 08:54:18,05:00,17:15,14.4,14.4,14.4,910.0,71,9.3,2,58,16,0.6,180,N/A,Scattered clouds,16.0,10.3,1,1.84,2.57,52.93,203.61
Nadir Shah Kot,Khost,Afghanistan,33.3066,69.6938,16200,2024-09-20 08:54:19,01:01,13:13,26.2,25.4,25.4,778.0,20,1.1,8,0,16,3.1,89,N/A,Haze,26.1,16.6,3,5.81,12.35,107.29,216.96
Jalalabad,Nangarhar,Afghanistan,34.4265,70.4515,16200,2024-09-20 08:54:19,01:01,13:13,36.3,33.5,33.5,909.0,11,0.8,8,0,16,1.3,84,N/A,Haze,36.6,25.6,4,8.5,17.39,143.05,447.27
Kama,Nangarhar,Afghanistan,56.3051,54.0936,14400,2024-09-20 08:54:19,02:10,14:31,16.3,16.3,16.3,1000.0,68,10.2,4,0,16,4.6,358,N/A,Clear sky,14.4,10.9,2,3.77,3.82,71.53,216.96
Achin,Nangarhar,Afghanistan,34.0825,70.6682,16200,2024-09-20 08:54:20,01:01,13:13,28.1,26.9,26.9,818.0,22,4.3,8,0,16,2.5,20,N/A,Haze,27.0,15.9,4,7.68,16.16,145.91,380.52
Gardez,Paktia,Afghanistan,33.5974,69.2259,16200,2024-09-20 08:54:20,01:01,13:13,26.6,25.6,25.6,768.0,11,-6.0,8,0,16,0.8,42,N/A,Haze,26.9,16.4,3,5.72,11.62,108.72,247.0
Zurmat,Paktia,Afghanistan,33.4378,69.0277,16200,2024-09-20 08:54:20,01:01,13:13,26.6,25.6,25.6,768.0,11,-6.0,8,0,16,0.8,42,N/A,Haze,26.9,16.4,3,5.7,12.43,103.0,181.91
Lhasa,Lhasa,Tibet,29.65,91.1,28800,2024-09-20 08:54:21,23:50,12:01,21.0,20.0,20.0,586.0,36,5.3,7,0,16,2.1,99,N/A,Clear sky,20.9,5.2,2,14.49,16.47,90.12,198.6
Chengguan,Lhasa,Tibet,29.2875,121.4315,28800,2024-09-20 08:54:21,21:41,09:53,28.3,34.1,34.1,995.0,88,26.0,3,0,16,5.7,150,N/A,Clear sky,31.3,25.6,1,6.34,9.85,55.79,233.65
Dagzê,Lhasa,Tibet,29.6733,91.3566,28800,2024-09-20 08:54:22,23:50,12:01,15.1,15.1,15.1,610.0,45,3.0,7,0,16,0.9,133,N/A,Clear sky,21.0,6.4,2,1.26,2.09,61.51,175.24
Shigatse,Shigatse,Tibet,29.25,88.8833,28800,2024-09-20 08:54:22,23:50,12:01,20.4,19.3,19.3,620.0,33,3.6,4,51,16,3.6,30,N/A,Scattered clouds,20.9,7.2,2,1.34,2.69,65.8,165.22
Gyantse,Shigatse,Tibet,28.9149,89.6037,28800,2024-09-20 08:54:22,23:50,12:01,17.2,17.2,17.2,596.0,34,1.1,7,0,16,2.7,178,N/A,Clear sky,18.8,6.8,2,1.2,1.91,63.66,181.91
Lhatse,Shigatse,Tibet,29.085,87.6346,28800,2024-09-20 08:54:23,23:50,12:01,17.6,17.6,17.6,584.0,29,-0.5,7,0,16,2.9,108,N/A,Clear sky,17.6,4.1,2,1.58,3.7,68.67,158.55
Tingri,Shigatse,Tibet,28.6618,87.1236,28800,2024-09-20 08:54:23,00:06,12:17,15.8,15.8,15.8,571.0,31,-1.5,3,88,16,2.8,99,N/A,Light rain,14.1,3.5,1,1.74,3.26,55.08,160.22
Nagqu,Nagqu,Tibet,31.5,92.0,28800,2024-09-20 08:54:23,23:30,11:42,13.2,13.2,13.2,584.0,51,3.2,6,0,16,7.6,69,N/A,Clear sky,14.2,2.5,1,0.5,0.78,55.08,176.91
Biru,Nagqu,Tibet,31.4821,93.6799,28800,2024-09-20 08:54:24,23:30,11:42,12.3,12.3,12.3,572.0,47,1.2,6,0,16,1.8,148,N/A,Clear sky,11.0,4.5,1,0.5,0.58,51.5,173.57
Nyainrong,Nagqu,Tibet,32.11,92.3022,28800,2024-09-20 08:54:24,23:30,11:42,13.4,13.4,13.4,571.0,45,1.6,6,0,16,2.0,65,N/A,Clear sky,14.3,1.1,1,0.5,0.89,52.93,171.9
Nyingchi,Nyingchi,Tibet,29.5333,94.4167,28800,2024-09-20 08:54:24,23:27,11:38,13.7,13.7,13.7,607.0,50,3.3,6,0,16,1.5,92,N/A,Clear sky,18.8,7.5,1,0.58,0.62,41.13,188.59
Mainling,Nyingchi,Tibet,29.2189,94.2122,28800,2024-09-20 08:54:25,23:31,11:42,17.3,17.3,17.3,635.0,49,6.5,6,0,16,4.3,135,N/A,Haze,15.0,6.9,1,1.02,1.07,35.76,161.89
